Country,Year,Ministry Or Department,Additional Info,Pay  (UOM:INR(IndianRupees)),Dearness Allowance (UOM:INR(IndianRupees)),House Rent Allowance (UOM:INR(IndianRupees)),Compensatory City Allowance (Cca) (UOM:INR(IndianRupees)),Overtime Allowance (Ota) (UOM:INR(IndianRupees)),Others (UOM:INR(IndianRupees)),Travel Allowances (UOM:INR(IndianRupees)),Bonus (UOM:INR(IndianRupees)),Honorarium (UOM:INR(IndianRupees)),Encashment Of Earned Leave(El) (UOM:INR(IndianRupees)),Transport (UOM:INR(IndianRupees))
India,"Financial Year (Apr - Mar), 2015",BIO - TECHNOLOGY,,5.72,6.71,0.77,,0.01,0.68,1.93,0.03,0.05,0.44,1.02
India,"Financial Year (Apr - Mar), 2017",YOUTH AFFAIRS AND SPORTS,,19.64,1.02,2.66,,0,1.01,2.35,0.2,0.05,0.15,1.38
India,"Financial Year (Apr - Mar), 2017",TRIBAL AFFAIRS,,16.07,0.73,1.72,,0,0.95,1.9,0.09,0.07,0.38,0.97
India,"Financial Year (Apr - Mar), 2002",WATER RESOURCES,,9175.99,4632.62,1230.95,204.68,37.76,902.96,999.05,227.98,20.53,195.18,238.03
India,"Financial Year (Apr - Mar), 2017",MINES,,530.12,28.68,69.17,,0.01,42.03,41.85,3.17,0.14,8.63,42.11
India,"Financial Year (Apr - Mar), 2003","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,2366.11,1395.77,303.99,48.73,34.42,245.46,178.76,59.81,13.97,19.94,50.61
India,"Financial Year (Apr - Mar), 2013",TRIBAL AFFAIRS,,5.46,4.83,0.94,,0.03,0.66,0.5,0.06,0,0,0.78
India,"Financial Year (Apr - Mar), 2002",DEFENCE ( CIVIL ),,303326.17,147694.73,31549.1,5457.56,51010.71,17210.46,11365.35,12268.48,332.64,8743.64,4862.25
India,"Financial Year (Apr - Mar), 2016",CABINET SECRETARIAT,,16.62,4.72,1.01,,0.09,1.44,0.67,0.18,0.14,1.62,1.46
India,"Financial Year (Apr - Mar), 2002",PLANNING ( NITI AYOG ),,1086.2,545.78,176.39,33.61,23.18,53.84,156.39,23.04,1.5,54.34,50.23
India,"Financial Year (Apr - Mar), 2016",SCHOOL EDUCATION AND LITERACY,,12.03,3.3,0.61,,0,0.78,0.68,0.12,0.08,0.31,1.05
India,"Financial Year (Apr - Mar), 2015",FOOD PROCESSING INDUSTRIES,,4.36,5.14,0.81,,0.02,0.52,0.57,0.03,0.06,0.7,0.81
India,"Financial Year (Apr - Mar), 2013",AGRICULTURE AND COOPERATION,,92.64,81.31,16.54,,0.21,10.84,10.77,0.98,0.8,2.87,8.82
India,"Financial Year (Apr - Mar), 2018",FERTILIZERS,,13.88,1.2,1.97,,0.01,0.69,0.6,0.08,0.07,0.12,1.07
India,"Financial Year (Apr - Mar), 2020",INVESTMENT AND PUBLIC ASSET MANAGEMENT ( DIPAM ),,6.47,1.1,0.78,,0,0.78,0.31,0.02,0.02,0.28,0.4
India,"Financial Year (Apr - Mar), 2017",EARTH SCIENCES,,280.48,13.43,31.91,,0,19.03,7.71,1.9,0.14,15.03,18.15
India,"Financial Year (Apr - Mar), 2013",STEEL,,6.49,5.54,1.13,,0.06,0.98,1.12,0.05,0.1,0.48,1.03
India,"Financial Year (Apr - Mar), 2010",FOOD AND PUBLIC DISTRIBUTION,,22.58,9.64,3.38,,0.13,3.76,1.87,0.32,0.08,1.03,2.23
India,"Financial Year (Apr - Mar), 2006","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,86.08,24.65,11.73,1.69,0.52,13.31,6.87,1.35,0.42,1.02,1.37
India,"Financial Year (Apr - Mar), 2014",SPACE,,502.56,544.03,97.85,,0.74,365.3,58.64,0,0.7,36.33,50.91
India,"Financial Year (Apr - Mar), 2021",PANCHAYATI RAJ,,7.03,1.79,0.89,,0,0.64,0.27,0.06,0.14,0.23,0.6
India,"Financial Year (Apr - Mar), 2014","ANIMAL HUSBANDRY , DAIRYING AND FISHERIES",,59.17,62.79,7.8,,1.08,8.31,3.28,1.02,0.18,4.69,9.74
India,"Financial Year (Apr - Mar), 2013",CULTURE,,108.19,94.74,20.92,,0.48,21.32,12.16,1.51,2.81,3.02,17.01
India,"Financial Year (Apr - Mar), 2021",NEW AND RENEWABLE ENERGY,,16.5,4.26,2.01,,0,0.88,0.31,0.07,0.06,0.81,1.29
India,"Financial Year (Apr - Mar), 2002",TEXTILES,,2534.57,1260.39,348.82,54.33,23.81,103.11,263.7,51.44,18.44,28.21,54.94
India,"Financial Year (Apr - Mar), 2010",AGRICULTURE AND COOPERATION,,94.99,39.48,14.3,,0.25,11.76,8.26,1.02,0.6,1.91,10.8
India,"Financial Year (Apr - Mar), 2015",CONSUMER AFFAIRS,,19.29,22.76,3.4,,0.03,2.86,1.84,0.14,0.09,1.64,3.56
India,"Financial Year (Apr - Mar), 2009",FOOD AND PUBLIC DISTRIBUTION,,36.1,7.22,5.05,,0.2,1.66,1.64,0.3,0.12,1.07,2.41
India,"Financial Year (Apr - Mar), 2006",INDIAN AUDIT AND ACCOUNTS DEPARTMENT,,653.24,181.57,97.34,11.31,0.17,32.66,51,10.21,2.95,20.38,10.64
India,"Financial Year (Apr - Mar), 2012",SPACE,,457.13,321.14,73.67,,0.99,200.71,38.52,0,0.56,31.73,41.94
India,"Financial Year (Apr - Mar), 2018","ANIMAL HUSBANDRY , DAIRYING AND FISHERIES",,120.19,9.81,12.5,,1.05,8.49,6.7,1.53,0.33,1.55,9.05
India,"Financial Year (Apr - Mar), 2009",HIGHER EDUCATION,,41.48,8.48,5.63,,0.12,2.5,2.82,0.49,0.31,1.47,3.58
India,"Financial Year (Apr - Mar), 2001",INFORMATION AND BROADCASTING,,4600.07,2020.55,621.2,118.12,80.74,159.69,382.04,130.2,37.63,51.91,127.09
India,"Financial Year (Apr - Mar), 2000",SCIENCE AND TECHNOLOGY,,13742.16,5472.78,1687.85,290.95,334.29,939.26,675.4,481,11.7,93.49,327.66
India,"Financial Year (Apr - Mar), 2015",SCHOOL EDUCATION AND LITERACY,,6.46,7.43,0.91,,0,0.53,0.83,0.05,0.06,0.45,1.03
India,"Financial Year (Apr - Mar), 2015",EXTERNAL AFFAIRS,Excluding missions abroad(*),87.01,103.12,13.97,,0.07,11.25,43.55,0.57,0.09,22.47,15.29
India,"Financial Year (Apr - Mar), 2001",URBAN DEVELOPMENT AND POVERTY ALLEVIATION,,19223.15,8674.38,2185.29,373.77,445.01,1070.23,420.37,687.17,50.15,144.28,340.89
India,"Financial Year (Apr - Mar), 2018","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,495.84,41.17,63.45,,0.08,134.88,44.74,4.16,0.64,6.21,37.83
India,"Financial Year (Apr - Mar), 2012",VICE PRESIDENT'S SECRETARIAT,,0.89,0.62,0.06,,0.05,0.16,0.02,0.01,0,0,0.15
India,"Financial Year (Apr - Mar), 2017",SOCIAL JUSTICE AND EMPOWERMENT,,38.89,2.14,4.73,,0.02,2.16,4.1,0.23,0.22,1.33,2.9
India,"Financial Year (Apr - Mar), 2016",CULTURE,,224.7,59.44,20,,0.05,13.8,11.73,2.84,0.39,7.44,18.56
India,"Financial Year (Apr - Mar), 2008",CONSUMER AFFAIRS,,21.45,4.54,3.02,0.14,0.13,1.51,1.97,0.28,0.12,1.11,1.36
India,"Financial Year (Apr - Mar), 2006",STATISTICS AND PROGRAMME IMPLEMENTATION,,67.58,18.33,10.35,1.21,0.09,3.76,6.24,0.82,0.09,1.9,1.33
India,"Financial Year (Apr - Mar), 2013",INDIAN AUDIT AND ACCOUNTS DEPARTMENT,,1084.31,943.65,193.75,,0.4,109.58,130.21,9.26,3.02,62.27,130.09
India,"Financial Year (Apr - Mar), 2021",ELECTRONICS AND INFORMATION TECHNOLOGY,,574.76,147.07,83.63,,0.26,28.62,4.52,0.55,0.53,14.06,44.6
India,"Financial Year (Apr - Mar), 2016",ENVIRONMENT AND FORESTS,,136.12,42.3,11.21,,0.22,16.38,19.56,1.42,0.36,6.37,13.19
India,"Financial Year (Apr - Mar), 2021",COAL,,17.34,4.51,2.78,,0,1.31,0.58,0.14,0.11,1.17,1.34
India,"Financial Year (Apr - Mar), 2007",HOME AFFAIRS,,5107.99,1984.56,178.01,40.55,1.34,583.04,450.55,151.88,1.88,58.76,10.21
India,"Financial Year (Apr - Mar), 2014",DEFENCE ( CIVIL ),,6826.28,6934.54,857.11,,704.89,837.42,326.41,89.83,2.29,133.81,671.45
India,"Financial Year (Apr - Mar), 2005",MINES,,149.64,29.46,23.22,3.55,0.53,7.47,15.31,2.48,0.17,0.36,4.38
India,"Financial Year (Apr - Mar), 2010",INDUSTRIAL POLICY AND PROMOTION,,72.8,30.22,10.25,,0.4,6.97,2.93,0.92,0.64,1.86,7.98
India,"Financial Year (Apr - Mar), 2016",SOCIAL JUSTICE AND EMPOWERMENT,,32.18,8.53,1.96,,0.03,2.01,3.29,0.28,0.16,0.83,2.3
India,"Financial Year (Apr - Mar), 2003",INFORMATION AND BROADCASTING,,4395.17,2432.71,592.01,102.28,76,302.09,418.63,134.81,52.58,61.37,102.83
India,"Financial Year (Apr - Mar), 2001",INDUSTRIAL DEVELOPMENT,,2232.83,999.62,291.49,53.21,39.5,97.4,193.35,37.07,5.41,18.31,59.54
India,"Financial Year (Apr - Mar), 2009",STEEL,,9.49,1.85,1.29,,0.07,0.63,0.71,0.07,0.02,0.47,0.68
India,"Financial Year (Apr - Mar), 2001",INFORMATION TECHNOLOGY,,5134.35,2260.65,750.6,109.93,27.92,122.89,498.84,41.58,19.42,152.02,234.07
India,"Financial Year (Apr - Mar), 2005",EXPENDITURE,,10.54,2.21,1.27,0.2,0.31,0.62,0.48,0.15,0.04,0.29,0.36
India,"Financial Year (Apr - Mar), 2009",SCHOOL EDUCATION AND LITERACY,,5.22,0.99,0.44,,0.05,0.38,1.08,0.06,0.04,0.25,0.4
India,"Financial Year (Apr - Mar), 2007",MINORITY AFFAIRS,,2.46,1.02,0.4,0.05,0.06,0.21,0.62,0.04,0.01,0.08,0.06
India,"Financial Year (Apr - Mar), 2002",PRIME MINISTER'S OFFICE,,335.69,181.59,43.21,11.86,30.39,16.16,90.7,9.69,7.4,3.73,9.97
India,"Financial Year (Apr - Mar), 2017",RURAL DEVELOPMENT,,27.6,1.48,3.4,,0.03,1.27,2.02,0.16,0.14,1.14,2.13
India,"Financial Year (Apr - Mar), 2019",HEALTH AND FAMILY WELFARE,,1785.61,290.24,243.95,,0,235.66,22.57,13.86,0.99,47.77,126.86
India,"Financial Year (Apr - Mar), 2005",ECONOMIC AFFAIRS,,149.08,31.25,19.97,3.07,49.82,18.91,4.71,30.83,0.5,2.28,1.93
India,"Financial Year (Apr - Mar), 2014",FERTILIZERS,,7.41,7.83,1.13,,0.05,1.2,0.8,0.04,0.09,0.72,1.07
India,"Financial Year (Apr - Mar), 2013",OVERSEAS INDIAN AFFAIRS,,3.1,2.7,0.55,,0,0.31,1.75,0.03,0.01,0.18,0.37
India,"Financial Year (Apr - Mar), 2019",CONSUMER AFFAIRS,,39.37,6.04,4.94,,0.01,2.52,2.52,0.21,0.1,2.04,2.39
India,"Financial Year (Apr - Mar), 2008",TRIBAL AFFAIRS,,5.05,1.28,0.73,0.05,0.02,0.36,0.74,0.05,0.05,0.06,0.3
India,"Financial Year (Apr - Mar), 2000","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,5821.62,2183.19,807.66,152.11,39.36,522.67,918.41,162.12,36.59,41.03,152.87
India,"Financial Year (Apr - Mar), 2009","MICRO , SMALL AND MEDIUM ENTERPRISES",,57.32,10.82,7.91,,0.05,4.67,1.34,0.51,0.03,0.75,4.31
India,"Financial Year (Apr - Mar), 2003",WOMEN AND CHILD DEVELOPMENT,,419.37,245.21,71.65,13.24,4.23,25.95,62.35,13.4,0.35,10.58,14.13
India,"Financial Year (Apr - Mar), 2002",INDIAN AUDIT AND ACCOUNTS DEPARTMENT,,42044.03,21695.42,6184.08,985.85,37.95,2077.38,4805.68,1010.06,256.17,983.19,939.45
India,"Financial Year (Apr - Mar), 2013",INDUSTRIAL POLICY AND PROMOTION,,49.18,43.09,7.48,,0.18,5.41,4.95,0.43,0.14,3.53,7.39
India,"Financial Year (Apr - Mar), 2009",CULTURE,,163.82,31.63,21.38,,0.62,17.02,7.83,1.13,0.31,4.48,6.13
India,"Financial Year (Apr - Mar), 2005",TOURISM,,5.27,1.05,0.93,0.13,0.06,0.34,1.18,0.09,0.35,0.11,0.11
India,"Financial Year (Apr - Mar), 2015",TOURISM,,9.1,10.74,1.64,,0.02,3.27,1.81,0.15,0.06,0.61,1.51
India,"Financial Year (Apr - Mar), 2019",HEAVY INDUSTRY,,13.87,2.25,1.84,,0,0.59,1.4,0.09,0,1.05,1.1
India,"Financial Year (Apr - Mar), 2016","ANIMAL HUSBANDRY , DAIRYING AND FISHERIES",,107.54,28.55,6.56,,0.54,6.93,4.3,1.61,0.35,4.53,8.1
India,"Financial Year (Apr - Mar), 2006",RURAL DEVELOPMENT,,7.14,1.97,1.14,0.18,0.12,0.41,1.95,0.08,0.05,0.09,0.01
India,"Financial Year (Apr - Mar), 2020",YOUTH AFFAIRS AND SPORTS,,19.59,3.32,3.14,,0.01,2.3,0.67,0.11,0.02,0.78,1.61
India,"Financial Year (Apr - Mar), 2021",TRIBAL AFFAIRS,,14.06,3.7,1.65,,0,1.23,0.84,0.12,0.36,0.43,1.19
India,"Financial Year (Apr - Mar), 2021",HOME AFFAIRS,,44363.15,11729.62,2832.12,,2.02,12188.22,2262.03,236.65,2.93,102.04,2644.12
India,"Financial Year (Apr - Mar), 2020",RAILWAYS,,58254.4,9839.17,5823.63,,1310.38,6746.78,1627.13,1852.24,17,2775.23,2937.4
India,"Financial Year (Apr - Mar), 2012",HOME AFFAIRS,,12504.6,7763.94,634.56,,0.77,3361.43,975.97,192.9,5.41,169.5,847.84
India,"Financial Year (Apr - Mar), 2005",STEEL,,4.96,1.01,0.99,0.14,0.05,0.38,0.65,0.07,0.07,0.1,0.12
India,"Financial Year (Apr - Mar), 2003",AGRICULTURE AND COOPERATION,,4381.45,2545.05,631.01,117.59,24.78,278.45,347.21,96.53,14.66,104.04,83.56
India,"Financial Year (Apr - Mar), 2000",STEEL,,406.12,159.35,83.87,14.23,4.96,19.69,44.15,11.75,0.94,1.17,12.97
India,"Financial Year (Apr - Mar), 2016",PRIME MINISTER'S OFFICE,,28.25,7.35,1.02,,0.1,1.88,1.05,0.2,0.14,0.31,1.92
India,"Financial Year (Apr - Mar), 2014",MINORITY AFFAIRS,,4.69,5.02,0.75,,0.02,0.32,0.49,0.03,0.04,0.19,0.6
India,"Financial Year (Apr - Mar), 2007",YOUTH AFFAIRS AND SPORTS,,4.63,1.81,0.74,0.1,0.11,0.3,1.25,0.07,0.04,0,0.11
India,"Financial Year (Apr - Mar), 2019",EMPOWERMENT OF PERSONS WITH DISABILITIES,,7.5,1.12,0.9,,0,0.67,1.38,0.06,0.19,0.5,0.66
India,"Financial Year (Apr - Mar), 2008",INFORMATION TECHNOLOGY,,149.04,37.95,20.42,1.43,0.23,12.93,4.33,0.64,0.3,3.21,8.5
India,"Financial Year (Apr - Mar), 2002",ATOMIC ENERGY,,29179.7,14317.06,2580.01,551.41,1467.12,3891.53,2203.08,938.03,25.34,1049.93,251.57
India,"Financial Year (Apr - Mar), 2001",FAMILY WELFARE,,1425.3,637.56,161.99,26.17,26.7,108.24,84.61,39.98,4.27,25.41,29.19
India,"Financial Year (Apr - Mar), 2021",CIVIL AVIATION,,104.71,27.65,14.07,,0,6.19,5.55,0.94,0.16,2.17,8.84
India,"Financial Year (Apr - Mar), 2021","MICRO , SMALL AND MEDIUM ENTERPRISES",,98.45,26.03,12.8,,0,8.67,2.11,0.34,0.5,13.87,7.29
India,"Financial Year (Apr - Mar), 2006",TELECOMMUNICATIONS,,30.76,10.46,4.67,0.59,0.29,1.75,2.86,0.36,0.04,0,0.64
India,"Financial Year (Apr - Mar), 2012",FOOD PROCESSING INDUSTRIES,,3.4,2.31,0.58,,0.12,0.7,1.31,0.05,0.12,0.6,0.35
India,"Financial Year (Apr - Mar), 2018",VICE PRESIDENT'S SECRETARIAT,,2.62,0.24,0.19,,0.06,0.57,0.36,0.03,0,0,0.25
India,"Financial Year (Apr - Mar), 2010",CIVIL AVIATION,,24.8,10.61,6.24,,0.16,2.72,4,0.26,0.16,0.31,3.28
India,"Financial Year (Apr - Mar), 2007",DRINKING WATER SUPPLY,,0.73,0.28,0.11,0.01,0.01,0.05,0.52,0.01,0,0,0.01
India,"Financial Year (Apr - Mar), 2021",INVESTMENT AND PUBLIC ASSET MANAGEMENT ( DIPAM ),,6.83,1.78,0.96,,0,0.83,0.51,0.02,0.02,0.29,0.42
India,"Financial Year (Apr - Mar), 2012",TELECOMMUNICATIONS,,111.14,76.69,12.34,,0.29,11.51,11.44,0.27,0.32,10.29,8.77
India,"Financial Year (Apr - Mar), 2020",CIVIL AVIATION,,96.62,16.08,12.8,,0,5.71,5.45,0.87,0.15,2,7.07
India,"Financial Year (Apr - Mar), 2000",SUPPLY,,2996.56,1188.81,512.65,91.49,14.79,124.17,75.32,85.11,3.99,47.9,84.15
India,"Financial Year (Apr - Mar), 2000",YOUTH AFFAIRS AND SPORTS,,270.85,108.38,45.6,8.21,12.04,14.52,50.25,7.83,1.15,5.72,8.61
India,"Financial Year (Apr - Mar), 2019",LABOUR AND EMPLOYMENT,,277.98,43.08,32.52,,0.02,20.54,15.52,1.87,0.57,12.19,16.86
India,"Financial Year (Apr - Mar), 2002",VICE PRESIDENT'S SECRETARIAT,,30.52,16.71,3.2,1.01,3.6,0.77,1.47,0.95,0,2.14,1.09
India,"Financial Year (Apr - Mar), 2020",EXTERNAL AFFAIRS,Excluding missions abroad(*),470.39,79.97,41.94,,0,23.99,23.82,1.49,0.11,17.49,25.68
India,"Financial Year (Apr - Mar), 2013","CHEMICALS , PETROCHEMICALS AND PHARMACEUTICALS",,8.18,6.78,1.2,,0.04,1.58,1.54,0.06,0.06,0.46,1.27
India,"Financial Year (Apr - Mar), 2016",DEVELOPMENT OF NE REGION,,16.36,4.12,0.77,,0.01,1.44,1.04,0.08,0.07,0.95,0.85
India,"Financial Year (Apr - Mar), 2009",AGRICULTURE AND COOPERATION,,126.83,24.1,15.24,,0.24,5.65,7.03,1.49,0.58,1.8,7.05
India,"Financial Year (Apr - Mar), 2007",ENVIRONMENT AND FORESTS,,38.71,15.47,5.2,1.01,0.64,2.77,7.5,0.81,0.09,0.38,0.52
India,"Financial Year (Apr - Mar), 2020",SCHOOL EDUCATION AND LITERACY,,19.41,3.4,3.12,,0,1,0.2,0.09,0.09,1.9,1.64
India,"Financial Year (Apr - Mar), 2018",AGRICULTURE AND COOPERATION,,232.13,19.9,33.16,,0.1,23.21,22.35,0.99,1.33,2.32,18.57
India,"Financial Year (Apr - Mar), 2008",DISINVESTMENT,,1.35,0.3,0.17,0.01,0.01,0.02,0.05,0.01,0,0.04,0.08
India,"Financial Year (Apr - Mar), 2017",CABINET SECRETARIAT,,27.34,1.34,1.17,,0.07,1.46,1.11,0.13,0.14,0.41,1.95
India,"Financial Year (Apr - Mar), 2009",ROAD TRANSPORT AND HIGHWAYS,,47.02,9.34,6.86,,0.23,3.38,3.21,0.45,0.58,1.1,4.67
India,"Financial Year (Apr - Mar), 2008",PRESIDENT'S SECRETARIAT,,5.7,1.22,0.16,0.05,0.09,0.45,0.01,0.01,0.1,0.22,0.3
India,"Financial Year (Apr - Mar), 2017",COMMERCE,,270.31,13.5,35.2,,0.08,14.78,12.17,2.06,0.39,10.19,20.65
India,"Financial Year (Apr - Mar), 2002","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,2403.5,1305.8,313.07,50,35.33,237.91,160.3,54.88,14.19,31.2,51.49
India,"Financial Year (Apr - Mar), 2021",PUBLIC ENTERPRISES,,6.27,1.6,0.88,,0,0.53,0.01,0.03,0.02,0.04,0.45
India,"Financial Year (Apr - Mar), 2010",PANCHAYATI RAJ,,2.13,0.87,0.3,,0.02,0.14,0.43,0.01,0.03,0.1,0.18
India,"Financial Year (Apr - Mar), 2007",TEXTILES,,51.78,20.27,7.53,0.9,0.57,2.29,5.6,0.57,0.22,1.47,0.64
India,"Financial Year (Apr - Mar), 2009",TEXTILES,,122.75,22.18,14.79,,0.06,5.61,10.92,1.49,0.13,3.43,8.87
India,"Financial Year (Apr - Mar), 2002",CIVIL AVIATION,,1104.25,583.05,165.45,31.81,15.41,76.89,70.44,26.86,10.05,26.68,30.87
India,"Financial Year (Apr - Mar), 2016",FOOD PROCESSING INDUSTRIES,,9.19,2.37,0.89,,0.02,0.58,1.05,0.11,0.07,0.7,0.93
India,"Financial Year (Apr - Mar), 2015",PANCHAYATI RAJ,,6.53,7.71,1.14,,0.02,1.13,1.02,0.02,0.01,0.16,1.28
India,"Financial Year (Apr - Mar), 2009",PARLIAMENTARY AFFAIRS,,3.45,0.72,0.38,,0.03,0.16,1.19,0.03,0.03,0.05,0.3
India,"Financial Year (Apr - Mar), 2012",AYUSH,,4.56,3.08,0.84,,0.01,0.28,0.45,0.02,0.01,0.26,0.59
India,"Financial Year (Apr - Mar), 2007",AGRICULTURE AND COOPERATION,,56.1,21.84,8.08,1.32,0.25,3.56,5.93,0.93,0.16,1.33,1.19
India,"Financial Year (Apr - Mar), 2010",LAND RESOURCES,,2.15,0.86,0.33,,0.01,0.3,0.26,0.02,0.03,0.14,0.3
India,"Financial Year (Apr - Mar), 2018",SOCIAL JUSTICE AND EMPOWERMENT,,32.35,3.31,5.28,,0.02,2.93,3.7,0.19,0.16,1.62,2.61
India,"Financial Year (Apr - Mar), 2019",SPACE,,1409.83,211.47,189.25,,0.81,783.93,78.13,0,0.36,57.97,70.7
India,"Financial Year (Apr - Mar), 2014",PLANNING ( NITI AYOG ),,36.85,37.96,6.41,,0.01,3.64,7.22,0.31,0.1,0.12,4.31
India,"Financial Year (Apr - Mar), 2014",YOUTH AFFAIRS AND SPORTS,,7.47,7.66,1.28,,0.01,0.59,1.2,0.07,0.08,0.08,1.06
India,"Financial Year (Apr - Mar), 2013","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,166.82,142.37,27.3,,0.11,114.87,24.81,2.29,0.5,3.39,24.03
India,"Financial Year (Apr - Mar), 2006",RAILWAYS,,11373.52,3189.49,1184.82,168.77,304.88,805.81,385.63,679.19,20.97,173.94,115.5
India,"Financial Year (Apr - Mar), 2010",SCIENCE AND TECHNOLOGY,,145.99,58.21,21.67,,0.17,16.17,7.3,2.01,0.32,0.8,13.85
India,"Financial Year (Apr - Mar), 2006",MINORITY AFFAIRS,,2.48,0.68,0.4,0.04,0.03,0.17,0.41,0.03,0,0.09,0.02
India,"Financial Year (Apr - Mar), 2020",HIGHER EDUCATION,,64.29,11.12,8.8,,0,4.42,1.01,0.35,0.32,3.03,4.79
India,"Financial Year (Apr - Mar), 2016",SHIPPING,,88,20.02,4.73,,0.03,8.32,9.09,1.17,0.26,2.22,5.34
India,"Financial Year (Apr - Mar), 2015",DRINKING WATER AND SANITATION,,3.03,3.57,0.43,,0.01,0.47,0.8,0.01,0.03,0.35,0.47
India,"Financial Year (Apr - Mar), 2002",COMMERCE,,8333.04,4245.12,1105.07,173.69,133.08,474.14,316.43,117.73,18.58,118.82,172
India,"Financial Year (Apr - Mar), 2005",BIO - TECHNOLOGY,,2.6,0.55,0.25,0.04,0.09,0.14,0.1,0.03,0.03,0,0.02
India,"Financial Year (Apr - Mar), 2017",REVENUE,,6250.82,312.44,580.8,,4.22,244.15,142.95,45.75,5.43,89.03,337.16
India,"Financial Year (Apr - Mar), 2017","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,499.1,26.45,59.7,,0.11,56.17,21.37,4.49,1,8.81,35.25
India,"Financial Year (Apr - Mar), 2019",ROAD TRANSPORT AND HIGHWAYS,,62.96,9.56,8.77,,0,4.07,6.79,0.26,0.26,0.87,14.95
India,"Financial Year (Apr - Mar), 2003",VICE PRESIDENT'S SECRETARIAT,,29.11,18.37,2.91,0.99,4.6,1.49,1.21,0.91,0,2.08,1
India,"Financial Year (Apr - Mar), 2019",PANCHAYATI RAJ,,8.32,1.25,1,,0,0.75,0.49,0.07,0.22,0.55,0.73
India,"Financial Year (Apr - Mar), 2007",TOURISM,,4.7,1.87,0.91,0.13,0.07,0.29,1.14,0.05,0.06,0.19,0.1
India,"Financial Year (Apr - Mar), 2008",NEW AND RENEWABLE ENERGY,,9.18,1.91,0.89,0.05,0.04,0.73,1.65,0.07,0.06,0.62,0.47
India,"Financial Year (Apr - Mar), 2005",PARLIAMENTARY AFFAIRS,,1.66,0.35,0.28,0.05,0.05,0.11,0.77,0.02,0.01,0.05,0.04
India,"Financial Year (Apr - Mar), 2018",AYUSH,,13.63,1.25,2.09,,0,1.76,2.45,0.06,0.04,0.23,1.06
India,"Financial Year (Apr - Mar), 2014","MICRO , SMALL AND MEDIUM ENTERPRISES",,46.35,48.7,7.2,,0.07,7.67,2.31,0.49,0.04,1.71,6.21
India,"Financial Year (Apr - Mar), 2019",ENVIRONMENT AND FORESTS AND CLIMATE CHANGE,,171.88,26.2,22.43,,0.02,18.64,31.44,1.61,0.5,44.6,11.43
India,"Financial Year (Apr - Mar), 2018",MINES,,546.93,43.87,77.43,,0.01,35.12,49.9,1.63,0.27,6.17,40.81
India,"Financial Year (Apr - Mar), 2008",ENVIRONMENT AND FORESTS,,68.51,15.02,5.21,0.29,0.47,6.17,12.15,1.2,0.5,0.42,2.65
India,"Financial Year (Apr - Mar), 2003",PARLIAMENTARY AFFAIRS,,103.55,61.43,17.2,3.65,5.63,5.73,89.06,2.66,1.96,12.18,3.74
India,"Financial Year (Apr - Mar), 2007","MICRO , SMALL AND MEDIUM ENTERPRISES",,27.36,10.67,4.48,0.58,0.18,1.17,1.89,0.39,0.13,0.46,0.65
India,"Financial Year (Apr - Mar), 2007",LAND RESOURCES,,1.46,0.56,0.22,0.02,0.03,0.09,0.38,0.02,0,0,0.01
India,"Financial Year (Apr - Mar), 2014",INDUSTRIAL POLICY AND PROMOTION,,46.69,48.76,7.83,,0.1,6.64,3.74,0.4,0.3,3.84,7.78
India,"Financial Year (Apr - Mar), 2002",OCEAN DEVELOPMENT,,89.25,43.84,11.97,2.75,1.16,2.25,61.53,2.15,1.76,0,2.54
India,"Financial Year (Apr - Mar), 2019",WOMEN AND CHILD DEVELOPMENT,,28.21,3.88,2.78,,0,2.24,0.97,0.16,0.16,0.45,1.92
India,"Financial Year (Apr - Mar), 2016",AYUSH,,12.74,3.32,0.84,,0,1.72,2.22,0.05,0.03,0.8,0.8
India,"Financial Year (Apr - Mar), 2008",PARLIAMENTARY AFFAIRS,,2.72,0.55,0.29,0.02,0.04,0.2,1.26,0.02,0.02,0.36,0.16
India,"Financial Year (Apr - Mar), 2012",LAND RESOURCES,,2.68,1.82,0.47,,0.01,0.26,0.48,0.02,0.03,0.15,0.28
India,"Financial Year (Apr - Mar), 2014",WOMEN AND CHILD DEVELOPMENT,,10.86,11.62,1.65,,0.02,1.44,1.11,0.12,0.04,1.83,1.74
India,"Financial Year (Apr - Mar), 2008",HOME AFFAIRS,,8410.35,2075.57,256.58,23.37,1.2,1064.43,524.31,219.6,3.95,82.37,286.98
India,"Financial Year (Apr - Mar), 2006",BIO - TECHNOLOGY,,2.9,0.8,0.46,0.04,0.04,0.16,1.15,0.03,0.03,0,0.03
India,"Financial Year (Apr - Mar), 2021",EMPOWERMENT OF PERSONS WITH DISABILITIES,,7.39,1.92,0.89,,0,0.68,0.27,0.06,0.19,0.48,0.65
India,"Financial Year (Apr - Mar), 2016",STEEL,,11.76,3.36,1.33,,0,0.89,1.04,0.15,0.02,0.31,1.59
